"","Modelo1","Texto"
"22","neutro","DocuSign Envelope ID: 9DD9EOC6-333E-4BCC-BFOE-7D3BF3960243 SLATAM s Santiago, 30 de octubre de 2020  Sefior  Joaquin Cortez Huerta  Presidente del Consejo  ComisiOn para el Mercado Financiero  Av. Libertador Bernardo O’ Higgins 1449, piso 12  Presente  Ref.: HECHO ESENCIAL LATAM Airlines Group S.A. Inscripcion Registro de Valores n° 306  De mi consideraci6n:  De acuerdo a lo establecido en el Articulo 9° y en el inciso segundo del Articulo 10° de la  Ley n° 18.045, y a lo dispuesto en la Norma de Caracter General N° 30, debidamente  facultado por el Directorio en sesion realizada con esta misma fecha, informo a la Comision  para el Mercado Financiero, como HECHO ESENCIAL de LATAM Airlines Group S.A.  (“LATAM Airlines” o la “Compaifiia”), lo siguiente:  e¢ Como fuera informado, LATAM Airlines comenz6 un proceso de reorganizacion en los Estados Unidos de América de acuerdo a las normas establecidas en el Capitulo 11 del Titulo 11 del Codigo de los Estados Unidos de América, presentando una solicitud voluntaria de amparo de acuerdo al mismo (el “Procedimiento Capitulo 11”).  e Como parte de las obligaciones de reporte que tiene que cumplir LATAM dentro del Procedimiento Capitulo 11, se encuentra la preparacion y entrega de un informe mensual denominado MOR por sus siglas en inglés Monthly Operating Report (“MOR”).  e En virtud de lo anterior, ponemos a disposicion de vuestra Comision y del mercado en general, el MOR correspondiente al mes de septiembre de 2020, emitido con fecha de hoy incluido en el siguiente link https://www.latamreorganizacion.com/publicaciones/.  e El MOR no reemplaza de manera alguna la informacion financiera que la Compajftia entrega regularmente conforme a las normas de valores y/o regulacion aplicable y ha sido preparado con el fin exclusivo de dar cumplimiento a las obligaciones bajo el Procedimiento Capitulo 11.  En consecuencia y sin perjuicio de las demas limitaciones detalladas en el MOR, hacemos  presente que la informaci6n contenida en este reporte realizado exclusivamente para cumplir  con las obligaciones bajo el Procedimiento del Capitulo 11, no se encuentra auditada, tiene  DocuSign Envelope ID: 9DD9EOC6-333E-4BCC-BFOE-7D3BF3960243  un alcance limitado y cubre un periodo restringido de tiempo por lo que se encuentra sujeta a cambios materiales a medida que avance el trimestre correspondiente y conforme a los procesos regulares de preparacion de estados financieros trimestrales, incluida la revision limitada de los auditores externos cuando corresponda.  Sin otro particular, le saluda atentamente,  DocuSigned by: Ramiro Alforsiv. Ramird Affonsin B. Vicepresidente Finanzas LATAM Airlines Group S.A."
"23","neutro","OA N por nuestra QuaSNUeVaS ciudad s-_~ , AGUAS NUEVAS S.A. INSCRIPCION REGISTRO DE VALORES N° 1066 HECHO ESENCIAL Santiago, 14 de agosto de 2018 AN/079-18 Sefior Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero Presente Muy sefior nuestro, En Junta Extraordinaria de Accionistas celebrada con esta fecha, se acordé la eleccién de un nuevo Directorio, tanto en sus cargos Titulares como Suplentes, quedando éste integrado, para el periodo 2018 a 2021, por las siguientes personas: Director Titular Director Suplente Keisuke Sakuraba Seijiro Chiba Peter Niklai Takeshi Sekine Tumori Osuka Alberto Eguiguren Esta comunicacion se efecttia en virtud de lo dispuesto en el Art. 9° inciso 2° y Art. 10 de la Ley 18.045 y Art. 63 de la Ley 18.046, y debidamente facultado, por tratarse de un hecho esencial de la Sociedad. : Lo saluda muy atentamente, f) fo fy | Ju AMuo| 7 ~ Salvador Villarino Kru Gerente General Aguas Nuevas S.A. small |sidora Goyenechea 3600 - Piso 4 Las Condes / Santiago / Chile www.aguasnuevas.cl"
"24","negativo","per. 01 od oe Phelan ON ne Pues Seer us SN BS po egEN EASON . HE yore Ol ~ AS MeN VS Snell us Sh aS | 33eNOTARIA Sy, - Yong oF M2 Santiago chile WARIOWY \ of Snie7 \¥%, os 4 7 Ff . . ASAMBLEA EXTRAORDINARIA DE APORTANTES DE : FONDO DE INVERSION PRIVADO KRC CHILE UNO - En Santiago de Chile, a 25 de mayo de 2018, siendo las 8:00 horas, en Jas oficinas de KRC Chile Uno S.A, - ubicadas en Av. Apoquindo 3600, piso 5, Las Condes, se celebré la asamblea extraordinarja de aportantes del FONDO DE INVERSION PRIVADO KRC CHILE UNO, en adelante el  Fondo ."
"25","doble","Servicios Financieros HECHO ESENCIAL TANNER SERVICIOS FINANCIEROS S.A. INSCRIPCION EN REGISTRO DE VALORES N° 777 Santiago, 13 de agosto de 2018  Sefior Joaquin Cortez Presidente Comisién para el Mercado Financiero Avenida Libertador Bernardo O’Higgins 1449, piso 1 Presente  Referencia: Comunica Hecho Esencial. Estimado sefior Presidente: De conformidad con el articulo 9 e inciso 2° del articulo 10 de la Ley N° 18.045 sobre Mercado de Valores, la Norma de Caracter General N° 30 de la Comisién bajo su presidencia, y estando debidamente facultado para ello, vengo en informar como Hecho Esencial, que el dia de hoy, Tanner Servicios Financieros S.A., inscrita en el Registro de Valores bajo el N° 777, colocd bonos en el mercado local, de la Serie AB, cddigo nemotécnico BTANN-AB, con cargo a la linea inscrita en el Registro de Valores bajo el N° 888, por la suma de 1.000.000 Unidades de Fomento. Dichos bonos se colocaron a un plazo de 19 afios y 7 meses, con una tasa de caratula de 3,75% anual, con una TIR de 3,20% y un spread de 114 puntos basicos. En la colocacién, la sociedad Tanner Corredores de Bolsa S.A. actud como agente colocador. Le saluda atentamente,  | | | Mario Espinoza Feliu Fiscal Tanner Servicios Financieros S.A. C.C.: Representante de los tenedores de bonos (Banco de Chile) Bolsa de Comercio de Santiago"
"26","neutro","), SEGUROS CLC Co.» FILIAL CLINICA LAS CONDES Santiago, 13 Agosto 2018 Sefiores Comision Para el Mercado Financiero Presente Ref:. Renuncia Cargo Director De conformidad con lo dispuesto en el articulo 68 de la Ley de Mercado de Valores y la Seccion Il N°2.3, Letra C de la Norma de Caracter General N°30, cumplo con informar a ustedes que ha presentado su renuncia al cargo de Director de Seguros CLC S.A.-, don Pablo Yarmuch Fierro, a contar del 16 de Agosto de 2018. Sin otro particular, saluda atentamente a usted, Cecilia Mufioz V4risco Gerente Gefheral Seguros C{C S.A. Piso 4, Torre B, Las Condes - Santiaco @&4 infosequros@clinicalascondes.cl www.segurosclic.cl"
"27","neutro","———S 1 SER, wont DE ARICA S.A. PATRICIO LYNCH N° 252 FONO (58) 232525 FONO-FAX (58) 252393 hipodromodearica@gmail.com ARICA  Arica, lunes 13 de Agosto del afio 2018.- SENOR: JOAQUIN CORTEZ HUERTA PRESIDENTE COMISION PARA EL MERCADO FINANCIERO SANTIAGO  REF.:COMUNICA HECHO ESENCIAL. HIPODROMO DE ARICA S.A.  De mi consideracién: En cumplimiento con lo dispuesto en el articulo 9° e inciso segundo del articulo 10 de la Ley N° 18.045 sobre Mercado de Valores, y Norma de Caracter General N° 30 de la S.V.S., hoy la Comisién para el Mercado Financiero, por el presente Oficio, y debidamente facultada para ello, comunico a usted el siguiente Hecho Esencial de esta Sociedad: De acuerdo a lo informado anteriormente, en el dia de hoy, lunes 13 de Agosto del afio 2018, se realiz6é la Junta Extraordinaria de Accionistas, citada para este mismo dia. Esta Junta se constituyé en conformidad a los Estatutos y a lo dispuesto en la Ley, contando con un quérum suficiente, en relacién con el legalmente exigido, y con la presencia del sefior Notario Publico de Arica don Juan Antonio Retamal Concha, lo anterior en cumplimiento de lo dispuesto en el numeral 2 del articulo 57 y el articulo 67 de la Ley N° 18.046. Previa discusién de la materia en tabla, la Junta sefialada aprobo por unanimidad el siguiente acuerdo:  2 l.- Modificacion del plazo de duracién de la sociedad, articulo tercero del Estatuto Social. Relativo al plazo de duracién de la sociedad, renovando su vigencia y mejorando su redaccién, quedando en consecuencia este articulo como sigue: “Articulo 3°. La duracién de la sociedad es ampliada por 02 afios, lapso de tiempo que regird entre el dia 01 de Septiembre del aiio 2018 y hasta el dia 31 de Agosto del afio 2020, conforme al acuerdo aprobado en Junta Extraordinaria de Accionistas de fecha 13 de Agosto del afio 2018”. Sin otro particular, me despido atentamepte. cea Sogo SES fe ay d) fe 2 = fee \ By. ALD. BY ) \ i \ RTHA CANALES MENDEZ Sy x GERENTE “=== HIPODROMO DE ARICA S.A. cc. Archivo."
"28","negativo","om. HN A Ke Oe. 2018080139193 g O\ 13/08/2018 13:04 Operador: PFRANCO Oo Af “bra ye =) DIVISION CONTROL FINANCIERO VALORES iS RCHIVO 2 %&, we NN 0% wo — Valdivia, 13 de Agosto de 2018 AV Seiior Joaquin Cortez. Presidente. Comision para el Mercado Financiero Av. Libertador Bernardo O’ Higgins 1.449 Presente De mi consideracion:  Por medio de la presente, en mi calidad de Presidente de El Torreon SADP, RUT: 76.263.286-1 (en adelante la “Sociedad” o el “Club Deportes Valdivia”), conforme a la necesidad de contar con informacién actualizada de los diversos cambios respecto a la administracion y representacién de la Sociedad Anonima Deportiva Profesional que presido, vengo en comunicar, en caracter de hecho esencial respecto de la Sociedad y de sus negocios, lo siguiente:  EI Directorio de “El Torreén S.A.D.P” tom6 conocimiento de la renuncia de su Gerente General, Martin Tupper Ossa, acordando designar en su reemplazo y como nuevo Gerente General de la Sociedad, a don Mauricio Cardenas Fernandez, cédula de identidad N° 13.609.625-7.  Dicha designacion, fue reducida a escritura publica de fecha 26 de Junio de 2018 en la Notaria de dofia Carmen Luz Podlech Michaud, Notario Publico Titular de la comuna de Valdivia, reducida bajo el numero de repertorio 3244-2018, cuya copia se acompajia en esta presentacion.  Sin otro particular, le saluda atentamente. ——) \— * /\ | _f[\— \ KL XQ a} NY José Gaitdarillas Henriquez RUT: 13883.268-6—— / Presidente El Torréén SADP"
"29","positivo","CF § '  { . i i | we F |  - es “a <a HECHO ESENCIAL COMPANIA CERVECERIAS UNIDAS S.A. INSCRIPCION REGISTRO DE VALORES 0007 10 de agosto de 2018 Sefior Joaquin Cortez Huerta Presidente de la Comisi6n para el Mercado Financiero Avenida Libertador Bernardo O’Higgins N°1449 Santiago Presente De nuestra consideracién: En cumplimiento de lo dispuesto en el articulo 9° e inciso segundo del articulo 10° de la Ley N° 18.045 y de la Seccién II N° 1 literal 2.2.A de la Norma de Caracter General N° 30 de vuestra Comision, por encargo del Directorio y estando especialmente facultado para ello, informo a Ud. el siguiente HECHO ESENCIAL respecto de Compaiiia Cervecerias Unidas S.A. (“CCU”): a) Antecedentes Con fecha 7 de mayo de 2014, CCU ingres6 al mercado boliviano mediante la adquisicion de una participacién de un 34% en el capital accionario de Bebidas Bolivianas BBO S.A. (en adelante “BBO”), sociedad dedicada a la produccién, comercializacién y venta multicategoria de bebidas alcohdlicas y analcohdlicas, bajo marcas propias y licenciadas, en el Estado Plurinacional de Bolivia, dentro de las cuales destacan Mendocina, Malta Real, Cerveza Cordillera y Heineken. Con igual fecha, CCU suscribié un Acuerdo de Accionistas con el Grupo Monasterio (en adelante “GM”), titular del 66% restante de las acciones de BBO, el cual contempla el derecho de CCU de adquirir, a través de una opcién de compra, una participacion adicional en BBO que le permita ser propietaria del 51% de las acciones de dicha sociedad (en adelante la “Opcidn”). b) Descripcion de la Transaccién En atencion a lo anterior, y en virtud de lo aprobado por la unanimidad de los directores en sesién celebrada el dia 4 de abril de 2018, CCU comunicé a GM, mediante carta de fecha 2 de agosto de 2018, su voluntad de ejercer la Opcién en la cantidad necesaria para llegar a ser propietaria del 51% de las acciones en BBO"
"30","doble","nevasaHMC Santiago, 10 de agosto de 2018  Sefior Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero Presente Ref.: Informa HECHO ESENCIAL que indica del Fondo de Inversién Nevasa HMC CIP  VI, administrado por Nevasa HMC S.A. Administradora General de Fondos. De nuestra consideracion, Por medio de la presente, y en cumplimiento de lo dispuesto en el articulo 18 de la Ley N° 20.712 y los articulos 9 y 10 inciso segundo de la Ley N° 18.045, vengo en comunicar a Usted en caracter de HECHO ESENCIAL lo siguiente: En Sesion Extraordinaria de Directorio de Nevasa HMC S.A. Administradora General de Fondos, celebrada con fecha 9 de agosto de 2018, se acordo la distribucion de un dividendo provisorio del Fondo de Inversion Nevasa HMC CIP VI, con cargo a los resultados del ejercicio 2018, ascendente a 0,3998657757 dolares de los Estados Unidos de América por cada cuota suscrita y pagada en el Fondo. Este dividendo provisorio sera pagado al contado y en dolares de los Estados Unidos de América, a contar del dia 20 de agosto del 2018, en las oficinas de la Administradora, ubicadas en Rosario Norte, N° 555, piso 15, comuna de Las Condes, Santiago, de lunes a viernes de 9:00 a 18:00 horas y tendra derecho a cobrarlo todo Aportante inscrito en el Registro de Aportantes a la medianoche del quinto dia habil anterior a la fecha en que se deba efectuar el pago. No obstante lo anterior, los Aportantes que asi lo manifiesten por escrito dentro de los cinco dias corridos siguientes contados a partir de la fecha en que sean notificados, podran optar por recibir el todo o parte de los dividendos que les corresponden, mediante cuotas liberadas de pago del mismo Fondo. Para estos efectos, el valor cuota del Fondo a utilizar en esta capitalizacion sera el del dia inmediatamente anterior a la fecha de pago, es decir, el valor cuota del dia 19 de agosto del 2018. Sin otro particular, saluda atentamente a Usted,  Ricardo Mogrovejo Moron Gerente General Nevasa HMC S.A. Administradora General de Fondos  C.C.t Bolsa de Comercio de Santiago, Bolsa de Valores  Bolsa Electrénica de Chile, Bolsa de Valores  Bolsa de Corredores, Bolsa de Valores"
"31","positivo","toesca. HECHO ESENCIAL TOESCA S.A. ADMINISTRADORA GENERAL DE FONDOS Santiago, 30 de octubre de 2020 Sefior Joaquin Cortez Huerta Presidente Comisidn para el Mercado Financiero Avda. Libertador Bernardo O’Higgins 1449 Presente Sefior Presidente, En conformidad con lo dispuesto en el articulo 18 de la Ley 20.712, el suscrito, debidamente facultado al efecto por el Directorio de Toesca S.A. Administradora General de Fondos (la “Administradora”), informa en caracter de Hecho Esencial de TOESCA DEUDA PRIVADA DIP LATAM FONDO DE INVERSION (el “Fondo”), lo siguiente: Con esta fecha se ha cerrado el libro de ordenes para la subasta de 7.600 millones de cuotas del Fondo (“Cuotas”) inscrita con fecha 26 de octubre de 2020 para su colocacion en la Bolsa de Comercio de Santiago, segun fuera anunciado por hecho esencial de fecha 9 de octubre de 2020. La adjudicacidn de las Cuotas tendra lugar el dia lunes 2 de noviembre y en dicha oportunidad se informara la prorrata y demas antecedentes, de conformidad con las reglas inscritas. Sin perjuicio de lo anterior, se comunica desde ya que en la subasta se recibieron ordenes en exceso de las Cuotas ofrecidas. Como consecuencia de ello, y de conformidad con lo dispuesto en las reglas de la subasta, se suscribieron también promesas irrevocables de suscripcidn por mas de 7.600 millones de Cuotas adicionales, las que seran ajustadas en virtud de la cantidad de Cuotas asignadas a cada inversionista en la subasta. De esta forma, se cuenta con la seguridad en cuanto a que los 15.200 millones de Cuotas del Fondo seran suscritas: el 50% mediante su adjudicacién en la subasta y el 50% en cumplimiento de las referidas promesas. En consecuencia, se tiene certeza que el Fondo se encuentra en posicién de participar por la suma total de USS150 millones de dolares de los Estados Unidos de América en el incremento del Tramo C del contrato denominado Super-Priority Debtor-In-Possession Term Loan Agreement (el “Contrato de Crédito DIP”) suscrito por LATAM Airlines Group S.A. (“LATAM”), entre otros, en el contexto del proceso de reorganizaciédn conducido ante el Tribunal de Quiebras del Distrito Sur de Nueva York, Estados Unidos de América.  Esta informacion se comunicara a LATAM, a fin que realice las acciones que corresponda bajo el Contrato de Crédito DIP, para efectos que el Fondo pueda materializar su inversidn en dicho financiamiento. Sin otro particular, le saluda muy atentamente, Carlos Antonio|SaieA Larronde Gerente|\General Toesca S.A. Administradora General de Fondos"
